,name,description,longitude,latitude,category,country
150305,Fuyul Tampo,,120.2957,0.4328,Natural Landmark,Indonesia
150306,Fuyul Tengkuulu,,120.2818,0.4732,Natural Landmark,Indonesia
150307,Fuyul Tinombo,,120.26349,0.5087,Natural Landmark,Indonesia
150308,Fuyul Toboli,,120.1489,0.6831,Natural Landmark,Indonesia
150309,Fuyul Tondoling,,120.2871,0.63921,Natural Landmark,Indonesia
150310,Fuyul Tongkuu,,120.41891,0.5587,Natural Landmark,Indonesia
150311,Fuyul Totobo,,120.25838,0.51801,Natural Landmark,Indonesia
150312,Fuyul Tudulako,,120.26741,0.38759,Natural Landmark,Indonesia
150313,Fuyul Tupatoirante,,120.32131,0.6204,Natural Landmark,Indonesia
150314,Fuyul Ulattagali,,120.3278,0.5036,Natural Landmark,Indonesia
150315,G. Gedongan,G. Gedongan 1688 m sesuai dengan titik tinggi di Peta RBI terbitan BIG/Bakosurtanal Edisi-I 1998,106.9760398,-6.6436905,Natural Landmark,Indonesia
150316,GRANAT,,117.5314595,0.4870355,Monument,Indonesia
150317,Gading,,103.435278,0.647222,Natural Landmark,Indonesia
150318,Gag,,129.8775,-0.428889,Natural Landmark,Indonesia
150319,Gagak,,112.7378802,-7.2968363,Tourist Attraction,Indonesia
150320,Gagauyade,,132.983333,-3.383333,Natural Landmark,Indonesia
150321,Gajah,,115.266944,-6.882222,Natural Landmark,Indonesia
150322,Gala Viewpoint,,115.2057251,-8.8365287,Scenic View,Indonesia
150323,Galangbarat,,98.9013,3.3716,Natural Landmark,Indonesia
150324,Galaxy,,130.2888139,-0.6056439,Tourist Attraction,Indonesia
150325,Galeri Cinde,,107.6346884,-6.8965886,Art Gallery,Indonesia
150326,Galeri Kahangnan,,110.3040364,-7.8543629,Art Gallery,Indonesia
150327,Galeri Kasih Romo Janssen CM,,112.6114927,-7.9720747,Museum,Indonesia
150328,Galeri Kebun Seni Tamansari Bandung,,107.6078554,-6.8887947,Art Gallery,Indonesia
150329,Galeri Ki Klungsu,,112.5278152,-7.8047121,Art Gallery,Indonesia
150330,Gallery Lorong,,110.3433389,-7.819686,Museum,Indonesia
150331,Galeri Museum Kota Tomohon,,124.841656,1.3252309,Museum,Indonesia
150332,Galeri Sejarah Tionghoa Sumut,,98.6696588,3.614481,Museum,Indonesia
150333,Galeri Soermardja,,107.6115175,-6.8924546,Art Gallery,Indonesia
150334,Galeri Zen1,,115.1803561,-8.7385233,Art Gallery,Indonesia
150335,Galeri dan Pendopo Matano,,121.2152372,-2.4573993,Tourist Attraction,Indonesia
150336,Galery Nja' Abbas Akub,,112.628563,-7.9798192,Art Gallery,Indonesia
150337,Galugu Dua Weaving Village,,119.9419791,-2.8872927,Tourist Attraction,Indonesia
150338,Mount Gambu,,138.5976675,-4.2065192,Natural Landmark,Indonesia
150339,Gandulang,,129.675,-4.5625,Natural Landmark,Indonesia
150340,Ganeca Silver Making Class,,115.2728482,-8.5937129,Tourist Attraction,Indonesia
150341,Gantasan Bikepark,,114.2478355,-8.1281277,Tourist Attraction,Indonesia
150342,Gapura Desa Serei,,125.0084084,1.7337577,Monument,Indonesia
150343,Gapura Dusun Kotamobagu,,124.8995638,1.4970747,Monument,Indonesia
150344,"Gapura Kab, Kepl, Sangihe Kairagi Dua",,124.8994893,1.4974546,Monument,Indonesia
150345,Gapura Kabupaten Minahasa Utara,,124.9270945,1.535685,Monument,Indonesia
150346,Gapura Kampoeng Komo Luar Lingkungan III,,124.8500696,1.4873982,Monument,Indonesia
150347,Gapura Kampus UNIMA Tondano,,124.8922084,1.2740156,Monument,Indonesia
150348,Gapura Kawasan Niaga 45 Pinaesaan,,124.8397606,1.4921765,Monument,Indonesia
150349,Gapura Kolom 20 Tikala Ares,,124.8517946,1.4844615,Monument,Indonesia
150350,Gapura Langenastran Lor Alun Alun Kidul Yogyakarta,,110.3639968,-7.8115257,Monument,Indonesia
150351,Gapura Makuta,,110.7778559,-7.5465748,Monument,Indonesia
150352,Gapura Pathok,,110.4075046,-7.7361494,Monument,Indonesia
150353,Gapura Perumahan Bumi Jimbaran Asri,,115.1668065,-8.799966,Monument,Indonesia
150354,Gapura Perumahan Griya Nuansa Pratama Jimbaran,,115.184291,-8.7940341,Monument,Indonesia
150355,Gapura Perumahan Puri Gading,,115.1591362,-8.8040546,Monument,Indonesia
150356,Gapura Rukun Maesa Sasaran,,124.9114817,1.3168866,Monument,Indonesia
150357,Gapura Selamat Datang Desa Dimembe,,124.9753584,1.4897594,Monument,Indonesia
150358,Gapura Selamat Datang Di Desa Paslaten,,124.8655016,1.2355207,Monument,Indonesia
150359,Gapura Selamat Datang Di Negeri Adat Danowudu,,125.124769,1.4582239,Monument,Indonesia
150360,Gapura Selamat Datang Kota Tomohon,,124.8321995,1.4043037,Monument,Indonesia
150361,Gapura Tropic Residence,,115.1879703,-8.7937353,Monument,Indonesia
150362,Gardu Pandang Ngaglik,,110.4724726,-7.4097023,Scenic View,Indonesia
150363,Gardu Papak,,112.2359695,-7.5643516,Museum,Indonesia
150364,Garuda Wisnu Kencana Statue,,115.1682936,-8.8102284,Other,Indonesia
150365,Gate Buluq Sen,,116.0601216,0.4432949,Monument,Indonesia
150366,Gate Entrance PT. BHL,,112.948084,-1.7262711,Scenic View,Indonesia
150367,Gauttier Mountains,,138.9492681,-2.6037191,Natural Landmark,Indonesia
150368,Gebroeders,,135.933333,-3.65,Natural Landmark,Indonesia
150369,Gedung Denzibang,,107.6450405,-6.9400217,Scenic View,Indonesia
150370,Gedung Jajak Indah,,116.9911886,-0.4379099,Monument,Indonesia
150371,Gedung Juang Angkatan 45,,106.110256,-1.9014407,Monument,Indonesia
150372,Gedung Krida Bhakti,,111.3178088,-8.2208927,Museum,Indonesia
150373,Gedund Mesiu,,104.4194121,0.930084,Tourist Attraction,Indonesia
150374,Gedung Mulo,,119.4155993,-5.1455841,Museum,Indonesia
150375,Gedung Perjuangan Medan Area,,98.6844533,3.5917934,Monument,Indonesia
150376,Gedung Sate,,107.6187721,-6.9014986,Scenic View,Indonesia
150377,Gedung Theater & Museum Wisata G. Kelud,,112.2357042,-7.9268592,Museum,Indonesia
150378,Gegeiring Pandanrangkang,,114.6509398,-8.2790494,Natural Landmark,Indonesia
150379,Geger Bentang,,106.9862398,-6.7344158,Natural Landmark,Indonesia
150380,Geger Blabat,,109.2329,-6.9965,Natural Landmark,Indonesia
150381,Geger Bulet,,108.8774,-7.1074,Natural Landmark,Indonesia
150382,Geger Cabe,,109.1983,-6.997,Natural Landmark,Indonesia
150383,Geger Gebang,,109.2407,-6.9695,Natural Landmark,Indonesia
150384,Geger Kelir,,109.2375,-6.9759,Natural Landmark,Indonesia
150385,Geger Kemlodaduwur,,109.1827,-6.9943,Natural Landmark,Indonesia
150386,Geger Kemuning,,108.9466,-7.0851,Natural Landmark,Indonesia
150387,Geger Klepuh,,109.2276,-6.9841,Natural Landmark,Indonesia
150388,Geger Randulawang,,109.197,-6.9924,Natural Landmark,Indonesia
150389,Geger Secang,,109.2369,-6.9582,Natural Landmark,Indonesia
150390,Geger Tembelek,,109.2204,-6.9732,Natural Landmark,Indonesia
150391,Geger Tumpeng,,109.2184,-6.9672,Natural Landmark,Indonesia
150392,Geger Wedi,,109.2054,-6.974,Natural Landmark,Indonesia
150393,Gegiring Ijogading,,114.6305381,-8.2689126,Natural Landmark,Indonesia
150394,Gegiring Pemelas,,114.6396,-8.2841,Natural Landmark,Indonesia
150395,Geli,,116.732778,-8.971111,Natural Landmark,Indonesia
150396,Gella Stone Grave,,119.8741171,-3.0118611,Tourist Attraction,Indonesia
150397,Geneng,,111.4188298,-7.4981245,Tourist Attraction,Indonesia
150398,Genting Bayur,,96.6636,4.8149,Natural Landmark,Indonesia
150399,Geosite Dafalen,,130.4892805,-1.980003,Tourist Attraction,Indonesia
150400,Geosite Dapunlol,,130.4654592,-1.9733222,Scenic View,Indonesia
150401,Gerbang Grha Merdeka,,124.8884678,1.4986835,Monument,Indonesia
150402,Gerbang Masuk Wisata Situs Tebing Mandu Tontonan,,119.8057399,-3.4208372,Tourist Attraction,Indonesia
150403,Gerbang Pantai Selat Baru,,102.2441755,1.5597339,Monument,Indonesia
150404,Gerbang Perumahan Bukit Pratama Jimbaran,,115.1805154,-8.8025947,Monument,Indonesia
150405,Gerbang bakung,,110.4094187,-7.7547866,Monument,Indonesia
150406,Gerbang karangasem,,110.4096068,-7.7506676,Tourist Attraction,Indonesia
150407,Gereja Kristen Oelbiteno,,123.8455877,-9.9260189,Museum,Indonesia
150408,Gerupuk inside,,116.3662217,-8.9153593,Tourist Attraction,Indonesia
150409,Geutieeumpeedara,,95.7016,5.4124,Natural Landmark,Indonesia
150410,Ghober Hut (Hoeber Hoet),,107.7237031,-7.310951,Scenic View,Indonesia
150411,Gili Divers Biorock,,116.0444604,-8.3495698,Tourist Attraction,Indonesia
150412,Gili Lawa Darat Viewpoint,,119.5593678,-8.473351,Scenic View,Indonesia
150413,Gili Meno Taman Burung - Bird Park,,116.0583451,-8.3525754,Zoo,Indonesia
150414,Gili Meno Turtles,"Place to see Turtles in a small pool, there is a signboard - Taman Wisata Perairan Gili Matra",116.0614174,-8.3565119,Zoo,Indonesia
150415,Gilisui,,121.7038397,-7.3016874,Tourist Attraction,Indonesia
150416,Ginaleh,,117.183333,-8.9,Natural Landmark,Indonesia
150417,GitGit Upper Point,,115.1384344,-8.2038938,Scenic View,Indonesia
150418,Glagah Wangi Beach,,110.5186432,-6.8543125,Tourist Attraction,Indonesia
150419,Glass Blowing,,115.2891931,-8.4150653,Tourist Attraction,Indonesia
150420,Gle Abu Terokeh,,95.5301,5.5205,Natural Landmark,Indonesia
150421,Gle Adang,,95.8811,5.3739,Natural Landmark,Indonesia
150422,Gle Alle Raya,,95.462,4.8821,Natural Landmark,Indonesia
150423,Gle Alue Aphan,,95.5722,4.8385,Natural Landmark,Indonesia
150424,Gle Alue Badak,,95.5715,4.872,Natural Landmark,Indonesia
150425,Gle Alue Gajah,,95.54,4.869,Natural Landmark,Indonesia
150426,Gle Alue Ie Jerengeh,,95.5587,4.8633,Natural Landmark,Indonesia
150427,Gle Alue Ile,,95.7919,5.078,Natural Landmark,Indonesia
150428,Gle Alue Kardinah,,95.4078,4.87,Natural Landmark,Indonesia
150429,Gle Alue Krueng,,95.6304,4.7679,Natural Landmark,Indonesia
150430,Gle Alue Sadot,,95.6047,4.779,Natural Landmark,Indonesia
150431,Gle Alue Seungko,,95.4411,4.8209,Natural Landmark,Indonesia
150432,Gle Alue Seunong,,96.2991,5.1499,Natural Landmark,Indonesia
150433,Gle Alue Siti,,95.5713,4.8542,Natural Landmark,Indonesia
150434,Gle Alue Tok Geudek,,95.4259,4.882,Natural Landmark,Indonesia
150435,Gle Aluecangguk,,95.4895,5.555,Natural Landmark,Indonesia
150436,Gle Aluepineung,,95.8438,5.4593,Natural Landmark,Indonesia
150437,Gle Aluesipot,,95.4749,4.9075,Natural Landmark,Indonesia
150438,Gle Alurbadan,,95.6472,4.8692,Natural Landmark,Indonesia
150439,Gle Ampeh,,95.5726,4.7545,Natural Landmark,Indonesia
150440,Gle Api,,95.2708,5.3752,Natural Landmark,Indonesia
150441,Gle Aron,,95.8308,5.5028,Natural Landmark,Indonesia
150442,Gle Aron,,95.2651,5.4571,Natural Landmark,Indonesia
150443,Gle Awan,,95.735,4.9131,Natural Landmark,Indonesia
150444,Gle Ayon,,95.1547,5.604,Natural Landmark,Indonesia
150445,Gle Ayon,,95.5528,4.9453,Natural Landmark,Indonesia
150446,Gle Ba Langien,,95.55,5.572,Natural Landmark,Indonesia
150447,Gle Babah Awe,,95.3951,4.9642,Natural Landmark,Indonesia
150448,Gle Babah Paro,,95.3775,4.9461,Natural Landmark,Indonesia
150449,Gle Babahguga,,95.264,5.3954,Natural Landmark,Indonesia
150450,Gle Badu,,95.5546,4.9881,Natural Landmark,Indonesia
150451,Gle Baet,,95.143056,5.657778,Natural Landmark,Indonesia
150452,Gle Baheng,,95.2579,5.2763,Natural Landmark,Indonesia
150453,Gle Bakngom,,95.4548,5.5457,Natural Landmark,Indonesia
150454,Gle Bakrheum,,95.762,5.3435,Natural Landmark,Indonesia
150455,Gle Baktuk,,95.4279,4.8187,Natural Landmark,Indonesia
150456,Gle Bale,,95.3368,5.082,Natural Landmark,Indonesia
150457,Gle Balekangin,,95.4134,5.0134,Natural Landmark,Indonesia
150458,Gle Bambongsamlakoi,,95.3622,5.1168,Natural Landmark,Indonesia
150459,Gle Bantee Linteung,,95.699,4.9948,Natural Landmark,Indonesia
150460,Gle Bariehbakme,,95.7897,5.4463,Natural Landmark,Indonesia
150461,Gle Baris Meria,,95.5874,5.4944,Natural Landmark,Indonesia
150462,Gle Bata,,95.3314,5.069,Natural Landmark,Indonesia
150463,Gle Batedong,,95.6015,4.7569,Natural Landmark,Indonesia
150464,Gle Batee Anebay,,95.5969,5.5505,Natural Landmark,Indonesia
150465,Gle Batee Gla,,95.3087,5.4094,Natural Landmark,Indonesia
150466,Gle Batee Magajah,,95.7163,4.8485,Natural Landmark,Indonesia
150467,Gle Batee Pohit,,95.5256,5.5247,Natural Landmark,Indonesia
150468,Gle Batee Puteh,,96.1611,5.1938,Natural Landmark,Indonesia
150469,Gle Batee Puteh,,95.5907,4.9571,Natural Landmark,Indonesia
150470,Gle Batee Sianeuk,,95.562,4.8003,Natural Landmark,Indonesia
150471,Gle Bateemeutudong,,95.4992,5.1255,Natural Landmark,Indonesia
150472,Gle Bateenaga,,95.7359,4.8831,Natural Landmark,Indonesia
150473,Gle Bateepeurise,,95.8272,5.4682,Natural Landmark,Indonesia
150474,Gle Bateero,,95.4536,4.9421,Natural Landmark,Indonesia
150475,Gle Batte Meutiga,,95.261944,5.444444,Natural Landmark,Indonesia
150476,Gle Batubara,,95.5544,4.7946,Natural Landmark,Indonesia
150477,Gle Batucandi,,96.5389,4.932,Natural Landmark,Indonesia
150478,Gle Batumundam,,98.8439,1.3,Natural Landmark,Indonesia
150479,Gle Batupeti,,98.8627,1.2797,Natural Landmark,Indonesia
150480,Gle Baturati,,98.9679,1.3252,Natural Landmark,Indonesia
150481,Gle Bayu,,95.3571,5.0652,Natural Landmark,Indonesia
150482,Gle Bengala,,95.3032,5.2225,Natural Landmark,Indonesia
150483,Gle Bereguk,,95.8927,5.4028,Natural Landmark,Indonesia
150484,Gle Betong,,95.5021,4.7666,Natural Landmark,Indonesia
150485,Gle Beutong,,95.3574,5.125,Natural Landmark,Indonesia
150486,Gle Beutong,,95.5393,4.8544,Natural Landmark,Indonesia
150487,Gle Bijay,,95.365,5.0679,Natural Landmark,Indonesia
150488,Gle Bineh,,95.2303,5.3029,Natural Landmark,Indonesia
150489,Gle Blang Malo,,95.9052,5.1111,Natural Landmark,Indonesia
150490,Gle Blangpanton,,95.8912,5.3864,Natural Landmark,Indonesia
150491,Gle Boe Do,,95.256667,5.473056,Natural Landmark,Indonesia
150492,Gle Brawang,,95.256,5.2286,Natural Landmark,Indonesia
150493,Gle Bringen,,95.2749,5.3672,Natural Landmark,Indonesia
150494,Gle Brue,,95.4179,5.5875,Natural Landmark,Indonesia
150495,Gle Brue,,95.4227,5.5758,Natural Landmark,Indonesia
150496,Gle Brug,,95.4149,5.6172,Natural Landmark,Indonesia
150497,Gle Bruk,,95.2308,5.5038,Natural Landmark,Indonesia
150498,Gle Bruk,,95.2933,5.2017,Natural Landmark,Indonesia
150499,Gle Bruksah,,96.5793,4.8329,Natural Landmark,Indonesia
150500,Gle Bubee,,95.6898,5.5606,Natural Landmark,Indonesia
150501,Gle Bueng Dalam,,95.4716,5.5596,Natural Landmark,Indonesia
150502,Gle Bukulah,,95.5911,4.8851,Natural Landmark,Indonesia
150503,Gle Bulai,,95.5971,4.9282,Natural Landmark,Indonesia
150504,Gle Bulat,,95.5653,4.9083,Natural Landmark,Indonesia
150505,Gle Bunot,,95.3901,5.0361,Natural Landmark,Indonesia
150506,Gle Buntung,,95.6913,5.5529,Natural Landmark,Indonesia
150507,Gle Burgenengang,,96.5993,4.9088,Natural Landmark,Indonesia
150508,Gle Cahayabuleuen,,95.3559,5.161,Natural Landmark,Indonesia
150509,Gle Caleeh,,95.5235,4.91,Natural Landmark,Indonesia
150510,Gle Ceue,,95.2445,5.5101,Natural Landmark,Indonesia
150511,Gle Ceunamprong,,95.396,4.9867,Natural Landmark,Indonesia
150512,Gle Ceure,,95.3167,5.0984,Natural Landmark,Indonesia
150513,Gle Cintrati,,95.8048,5.3507,Natural Landmark,Indonesia
150514,Gle Cot U,,95.7963,5.381,Natural Landmark,Indonesia
150515,Gle Cukok,,95.924,5.1448,Natural Landmark,Indonesia
150516,Gle Cuplek Bulat,,95.3906,5.1861,Natural Landmark,Indonesia
150517,Gle Cuplet Bulat,,95.4046,5.2042,Natural Landmark,Indonesia
150518,Gle Cut,,95.2305,5.2908,Natural Landmark,Indonesia
150519,Gle Cut,,95.3879,4.9278,Natural Landmark,Indonesia
150520,Gle Cut,,96.2634,5.2024,Natural Landmark,Indonesia
150521,Gle Cut,,95.4719,4.8207,Natural Landmark,Indonesia
150522,Gle Cutu,,95.5427,4.8792,Natural Landmark,Indonesia
150523,Gle Damalileh,,95.5274,4.8056,Natural Landmark,Indonesia
150524,Gle Damatiba,,95.403,5.0468,Natural Landmark,Indonesia
150525,Gle Dataraya,,95.465,5.5634,Natural Landmark,Indonesia
150526,Gle Dataraya,,95.449,5.6118,Natural Landmark,Indonesia
150527,Gle Demam,,95.2912,5.4966,Natural Landmark,Indonesia
150528,Gle Dua,,95.7044,5.5293,Natural Landmark,Indonesia
150529,Gle Dua,,95.6267,5.5266,Natural Landmark,Indonesia
150530,Gle Eumpee Rutong,,95.5793,5.5921,Natural Landmark,Indonesia
150531,Gle Eumpuengkaneng,,95.7693,5.3089,Natural Landmark,Indonesia
150532,Gle Gajah,,95.2487,5.462,Natural Landmark,Indonesia
150533,Gle Gajahpeujut,,96.2288,5.1786,Natural Landmark,Indonesia
150534,Gle Gapu,,95.2667,5.2159,Natural Landmark,Indonesia
150535,Gle Gapuy,,95.9176,5.2956,Natural Landmark,Indonesia
150536,Gle Garu,,95.5226,4.8156,Natural Landmark,Indonesia
150537,Gle Garut,,95.4299,4.9185,Natural Landmark,Indonesia
150538,Gle Gesah Pungong,,95.5187,5.5661,Natural Landmark,Indonesia
150539,Gle Geunteng,,95.2785,5.5207,Natural Landmark,Indonesia
150540,Gle Gire,,95.2321,5.5168,Natural Landmark,Indonesia
150541,Gle Gla,,95.4184,4.821,Natural Landmark,Indonesia
150542,Gle Goh Jirat,,95.3091,5.2476,Natural Landmark,Indonesia
150543,Gle Goh Kareuenggapu,,95.7946,5.4283,Natural Landmark,Indonesia
150544,Gle Goh Kuta,,95.8059,5.3894,Natural Landmark,Indonesia
150545,Gle Goh Lemo,,95.8057,5.3162,Natural Landmark,Indonesia
150546,Gle Goh Leumo,,95.4374,4.9792,Natural Landmark,Indonesia
150547,Gle Goh Rayeu,,95.8158,5.417,Natural Landmark,Indonesia
150548,Gle Goh Teumon,,95.8016,5.3887,Natural Landmark,Indonesia
150549,Gle Gohdua,,95.5956,5.1935,Natural Landmark,Indonesia
150550,Gle Gohlemo,,95.3853,5.2479,Natural Landmark,Indonesia
150551,Gle Gohsiron,,95.314,5.2404,Natural Landmark,Indonesia
150552,Gle Gohtue,,95.4295,5.0709,Natural Landmark,Indonesia
150553,Gle Grotee,,95.3164,5.1454,Natural Landmark,Indonesia
150554,Gle Guasarang,,95.0366,5.7427,Natural Landmark,Indonesia
150555,Gle Guha Uleue,,96.2141,5.1963,Natural Landmark,Indonesia
150556,Gle Guhat Digendong,,95.2811,5.2246,Natural Landmark,Indonesia
150557,Gle Guhatujoh,,95.8677,5.4832,Natural Landmark,Indonesia
150558,Gle Ho Kayee Muntuli,,95.4036,4.9532,Natural Landmark,Indonesia
150559,Gle Hujan,,95.7023,4.8967,Natural Landmark,Indonesia
150560,Gle Iboih,,95.2171,5.9028,Natural Landmark,Indonesia
150561,Gle Ietijoh,,95.2793,5.2533,Natural Landmark,Indonesia
150562,Gle Jaba,,95.2369,5.2879,Natural Landmark,Indonesia
150563,Gle Jabong,,95.1507,5.6374,Natural Landmark,Indonesia
150564,Gle Jambopanjang,,95.7305,4.8675,Natural Landmark,Indonesia
150565,Gle Janga,,95.4332,5.5734,Natural Landmark,Indonesia
150566,Gle Jangue,,95.3346,5.0593,Natural Landmark,Indonesia
150567,Gle Jareng,,95.8424,5.1944,Natural Landmark,Indonesia
150568,Gle Jeumanga,,95.4292,5.5758,Natural Landmark,Indonesia
150569,Gle Jeumuan,,95.4967,4.9254,Natural Landmark,Indonesia
150570,Gle Jeunghung,,95.276,5.235,Natural Landmark,Indonesia
150571,Gle Jo,,95.2771,5.3595,Natural Landmark,Indonesia
150572,Gle Jumeut,,95.4508,4.9169,Natural Landmark,Indonesia
150573,Gle Jumpa,,95.5717,4.7643,Natural Landmark,Indonesia
150574,Gle Kaboe,,95.2636,5.2923,Natural Landmark,Indonesia
150575,Gle Kabong,,95.4738,4.9442,Natural Landmark,Indonesia
150576,Gle Kamarian,,95.4455,4.8841,Natural Landmark,Indonesia
150577,Gle Kapai,,95.3495,5.0585,Natural Landmark,Indonesia
150578,Gle Kareueng,,95.225,5.2865,Natural Landmark,Indonesia
150579,Gle Kareueng,,95.4079,5.1013,Natural Landmark,Indonesia
150580,Gle Kareueng Heng,,95.4311,4.9509,Natural Landmark,Indonesia
150581,Gle Kareuengreuboh,,95.839,5.2309,Natural Landmark,Indonesia
150582,Gle Karieng,,95.9013,5.3768,Natural Landmark,Indonesia
150583,Gle Kato,,95.3411,5.085,Natural Landmark,Indonesia
150584,Gle Kayujatue,,96.1104,5.2445,Natural Landmark,Indonesia
150585,Gle Kemala,,95.4074,4.876,Natural Landmark,Indonesia
150586,Gle Keujo,,95.8173,5.4724,Natural Landmark,Indonesia
150587,Gle Keumuron,,95.5185,5.5293,Natural Landmark,Indonesia
150588,Gle Keunaree,,95.5942,4.7514,Natural Landmark,Indonesia
150589,Gle Keuneukai,,95.2649,5.3812,Natural Landmark,Indonesia
150590,Gle Kling,,95.2175,5.5093,Natural Landmark,Indonesia
150591,Gle Kramat,,95.4246,5.199,Natural Landmark,Indonesia
150592,Gle Krueng Agun,,95.5791,4.9027,Natural Landmark,Indonesia
150593,Gle Krueng Teungoh,,95.3155,5.18,Natural Landmark,Indonesia
150594,Gle Kruengteungoh,,95.3341,5.1768,Natural Landmark,Indonesia
150595,Gle Krut,,95.246,5.2594,Natural Landmark,Indonesia
150596,Gle Kubu,,95.5602,4.8132,Natural Landmark,Indonesia
150597,Gle Kubukrut,,96.2028,5.1905,Natural Landmark,Indonesia
150598,Gle Kulam,,95.5193,4.8515,Natural Landmark,Indonesia
150599,Gle Kuta,,96.031,5.2165,Natural Landmark,Indonesia
150600,Gle Kutaran,,96.0847,5.1877,Natural Landmark,Indonesia
150601,Gle Kuyun,,95.4696,4.9187,Natural Landmark,Indonesia
150602,Gle Labasitumbuk,,98.9545,1.2673,Natural Landmark,Indonesia
150603,Gle Labuhan,,95.2338,5.4314,Natural Landmark,Indonesia
150604,Gle Ladang Baro,,95.4669,4.7989,Natural Landmark,Indonesia
150605,Gle Lageuen,,95.1303,5.6123,Natural Landmark,Indonesia
150606,Gle Lammayon,,95.7054,4.7992,Natural Landmark,Indonesia
150607,Gle Lampanah,,95.6733,5.5623,Natural Landmark,Indonesia
150608,Gle Lamrauh,,95.2952,5.1906,Natural Landmark,Indonesia
150609,Gle Lamteh,,95.2822,5.3353,Natural Landmark,Indonesia
150610,Gle Lare,,95.454,4.8855,Natural Landmark,Indonesia
150611,Gle Leumo,,95.2647,5.41,Natural Landmark,Indonesia
150612,Gle Leumo,,95.3944,4.934,Natural Landmark,Indonesia
150613,Gle Leumo,,95.3269,5.4555,Natural Landmark,Indonesia
150614,Gle Lho Pusing,,95.4731,5.1232,Natural Landmark,Indonesia
150615,Gle Lhoh,,95.2442,5.3043,Natural Landmark,Indonesia
150616,Gle Lhok Batee,,95.4714,4.7976,Natural Landmark,Indonesia
150617,Gle Lhok Seumira,,95.4555,5.5716,Natural Landmark,Indonesia
150618,Gle Lhok-lhok,,95.8905,5.2672,Natural Landmark,Indonesia
150619,Gle Lhokmancang,,95.6453,4.791,Natural Landmark,Indonesia
150620,Gle Lhokseumantok,,95.5475,4.8238,Natural Landmark,Indonesia
150621,Gle Lhomeudu,,95.3864,5.1274,Natural Landmark,Indonesia
150622,Gle Lhonbungo,,95.7758,5.3919,Natural Landmark,Indonesia
150623,Gle Lhongot,,95.2297,5.3486,Natural Landmark,Indonesia
150624,Gle Loebo,,95.256944,5.4775,Natural Landmark,Indonesia
150625,Gle Loyang,,96.3095,5.1157,Natural Landmark,Indonesia
150626,Gle Lu,,95.346,5.0728,Natural Landmark,Indonesia
150627,Gle Ludah,,95.2442,5.4423,Natural Landmark,Indonesia
150628,Gle Lueng Angin,,96.0399,5.2088,Natural Landmark,Indonesia
150629,Gle Luengcide,,95.1276,5.6082,Natural Landmark,Indonesia
150630,Gle Macan,,95.4941,5.0857,Natural Landmark,Indonesia
150631,Gle Madang,,95.3987,4.9155,Natural Landmark,Indonesia
150632,Gle Mancang,,96.1324,5.2415,Natural Landmark,Indonesia
150633,Gle Mancang,,95.4823,4.853,Natural Landmark,Indonesia
150634,Gle Mancang,,95.4475,4.9425,Natural Landmark,Indonesia
150635,Gle Mancang,,95.5108,4.8644,Natural Landmark,Indonesia
150636,Gle Manelungkey,,96.0579,5.2087,Natural Landmark,Indonesia
150637,Gle Manggang,,95.3296,5.1637,Natural Landmark,Indonesia
150638,Gle Manjang,,95.2573,5.3477,Natural Landmark,Indonesia
150639,Gle Manuangin,,95.4808,5.0895,Natural Landmark,Indonesia
150640,Gle Manyang,,95.429,4.8937,Natural Landmark,Indonesia
150641,Gle Manyang,,95.8615,5.1906,Natural Landmark,Indonesia
150642,Gle Manyang,,96.0137,5.1903,Natural Landmark,Indonesia
150643,Gle Masaallah,,95.8484,5.4284,Natural Landmark,Indonesia
150644,Gle Matau,,95.8087,5.4028,Natural Landmark,Indonesia
150645,Gle Matutung,,98.9464,1.3208,Natural Landmark,Indonesia
150646,Gle Matutung,,98.9457,1.2975,Natural Landmark,Indonesia
150647,Gle Mayang,,95.4778,4.8949,Natural Landmark,Indonesia
150648,Gle Mayang,,95.2244,5.3055,Natural Landmark,Indonesia
150649,Gle Merah,,95.4215,4.8651,Natural Landmark,Indonesia
150650,Gle Meuh,,95.5676,5.525,Natural Landmark,Indonesia
150651,Gle Meuh,,95.5584,5.5425,Natural Landmark,Indonesia
150652,Gle Meulairi,,95.3535,5.0946,Natural Landmark,Indonesia
150653,Gle Meulin Teung,,95.4187,4.8698,Natural Landmark,Indonesia
150654,Gle Meulingkang,,95.4675,5.5686,Natural Landmark,Indonesia
150655,Gle Meulintang,,95.9967,5.0699,Natural Landmark,Indonesia
150656,Gle Meulinteuing,,95.5439,4.811,Natural Landmark,Indonesia
150657,Gle Meulinteung,,95.8767,5.2057,Natural Landmark,Indonesia
150658,Gle Meunasah,,95.5367,4.7836,Natural Landmark,Indonesia
150659,Gle Meundom,,95.5458,5.2056,Natural Landmark,Indonesia
150660,Gle Meureuseu,,95.9522,5.0977,Natural Landmark,Indonesia
150661,Gle Meusengit,,95.3493,5.2341,Natural Landmark,Indonesia
150662,Gle Meutala,,95.5252,5.2136,Natural Landmark,Indonesia
150663,Gle Molieng,,95.5105,4.759,Natural Landmark,Indonesia
150664,Gle Monjasama,,95.7805,5.4225,Natural Landmark,Indonesia
150665,Gle Monuruepado,,95.4358,5.5804,Natural Landmark,Indonesia
150666,Gle Musa,,96.0974,5.2515,Natural Landmark,Indonesia
