,name,description,longitude,latitude,category,country
142205,Bogor Golf,,106.7825678,-6.5868125,Tourist Attraction,Indonesia
142206,Bokki,,123.978889,0.824167,Natural Landmark,Indonesia
142207,Boloh,,140.6717622,-4.5854011,Natural Landmark,Indonesia
142208,Boloo,,121.299444,0.522778,Natural Landmark,Indonesia
142209,Bomero City Walk,,107.1419171,-6.821327,Tourist Attraction,Indonesia
142210,Bomyai,,130.833333,-0.3,Natural Landmark,Indonesia
142211,Bon Irau,,132.916667,-0.65,Natural Landmark,Indonesia
142212,Bon Nanggi,,133.5,-0.933333,Natural Landmark,Indonesia
142213,Bongkok,,109.5001046,-0.8333558,Natural Landmark,Indonesia
142214,Bongkone Doupasu,,124.946111,1.573333,Natural Landmark,Indonesia
142215,Bongkone Kalimbun,,124.969167,1.573333,Natural Landmark,Indonesia
142216,Bongkone Kapok,,124.978056,1.672778,Natural Landmark,Indonesia
142217,Bongkone Kayumatus,,124.981389,1.632778,Natural Landmark,Indonesia
142218,Bongkone Kenari,,124.830556,1.562222,Natural Landmark,Indonesia
142219,Bongkone Kenari,,124.879167,1.621111,Natural Landmark,Indonesia
142220,Bongkone Lembean,,124.999444,1.573889,Natural Landmark,Indonesia
142221,Bongkone Loobu,,124.916667,1.606667,Natural Landmark,Indonesia
142222,Bongkone Makawetik,,124.942778,1.513611,Natural Landmark,Indonesia
142223,Bongkone Manado Tua,,124.69469,1.6324,Natural Landmark,Indonesia
142224,Bongkone Merot,,124.978333,1.557778,Natural Landmark,Indonesia
142225,Bongkone Pinapoitan,,124.845833,1.576944,Natural Landmark,Indonesia
142226,Bongkone Piring,,124.905278,1.620278,Natural Landmark,Indonesia
142227,Bongkone Rowarowa,,124.983056,1.648056,Natural Landmark,Indonesia
142228,Bongkone Sauan,,124.954722,1.5925,Natural Landmark,Indonesia
142229,Bongkone Seneksek,,124.939444,1.594444,Natural Landmark,Indonesia
142230,Bongkone Sie,,124.856389,1.576667,Natural Landmark,Indonesia
142231,Bongkone Tarabitan,,124.991111,1.743889,Natural Landmark,Indonesia
142232,Bongkone Telaga,,124.954444,1.647778,Natural Landmark,Indonesia
142233,Bongkone Tokarake,,124.988056,1.617778,Natural Landmark,Indonesia
142234,Bongkone Tumpa,,124.844722,1.565833,Natural Landmark,Indonesia
142235,Bonsai Trees,,124.2146462,-9.6321435,Tourist Attraction,Indonesia
142236,Bonsupiori,,135.6059652,-0.8061363,Natural Landmark,Indonesia
142237,Bonto Ajuditungoe,,119.9929,-5.1539,Natural Landmark,Indonesia
142238,Bonto Asae,,120.024,-5.0923,Natural Landmark,Indonesia
142239,Bonto Barengke,,120.8268,-7.2821,Natural Landmark,Indonesia
142240,Bonto Baru,,120.6652,-7.0797,Natural Landmark,Indonesia
142241,Bonto Batukelong,,119.8832,-5.0297,Natural Landmark,Indonesia
142242,Bonto Baturenging,,119.6938,-5.5456,Natural Landmark,Indonesia
142243,Bonto Bintoweng,,119.9425,-5.0849,Natural Landmark,Indonesia
142244,Bonto Bulaeng,,120.7006,-7.078,Natural Landmark,Indonesia
142245,Bonto Bulubuluk,,119.9875,-5.0862,Natural Landmark,Indonesia
142246,Bonto Bulubuluk,,120.0215,-5.0848,Natural Landmark,Indonesia
142247,Bonto Carumbai Dua,,119.9177,-5.05,Natural Landmark,Indonesia
142248,Bonto Carumbai Satu,,119.9212,-5.0377,Natural Landmark,Indonesia
142249,Bonto Diharelaju,,119.8829,-5.0932,Natural Landmark,Indonesia
142250,Bonto Dongolo,,119.6112,-5.5066,Natural Landmark,Indonesia
142251,Bonto Dura,,120.9949,-7.2998,Natural Landmark,Indonesia
142252,Bonto Jahongjahong,,119.9626,-5.1069,Natural Landmark,Indonesia
142253,Bonto Jamara,,119.6837,-5.538,Natural Landmark,Indonesia
142254,Bonto Kacombang,,119.9141,-5.0681,Natural Landmark,Indonesia
142255,Bonto Kajenorang,,119.8557,-5.0795,Natural Landmark,Indonesia
142256,Bonto Kalimbu,,120.648,-7.0359,Natural Landmark,Indonesia
142257,Bonto Kalumpatallo,,119.6927,-5.503,Natural Landmark,Indonesia
142258,Bonto Kasa,,119.985,-5.051,Natural Landmark,Indonesia
142259,Bonto Kassikassi,,119.6128,-5.5752,Natural Landmark,Indonesia
142260,Bonto Kembangragi,,120.6609,-7.1353,Natural Landmark,Indonesia
142261,Bonto Kuca,,119.7382,-5.5596,Natural Landmark,Indonesia
142262,Bonto Kukusan,,119.9515,-5.1136,Natural Landmark,Indonesia
142263,Bonto Langilangiri,,119.8823,-5.0722,Natural Landmark,Indonesia
142264,Bonto Lembonga,,120.8326,-7.2822,Natural Landmark,Indonesia
142265,Bonto Ligara,,119.6862,-5.5306,Natural Landmark,Indonesia
142266,Bonto Limpoe,,119.9338,-5.0141,Natural Landmark,Indonesia
142267,Bonto Magatinggating,,119.9296,-5.0026,Natural Landmark,Indonesia
142268,Bonto Makajoa,,119.9155,-5.0589,Natural Landmark,Indonesia
142269,Bonto Mappakkae,,119.9828,-5.0169,Natural Landmark,Indonesia
142270,Bonto Matabalu,,119.7305,-5.5168,Natural Landmark,Indonesia
142271,Bonto Padagang,,119.9003,-5.0821,Natural Landmark,Indonesia
142272,Bonto Padange,,119.8914,-5.0224,Natural Landmark,Indonesia
142273,Bonto Pammolikang,,119.9981,-5.1283,Natural Landmark,Indonesia
142274,Bonto Petorombali,,119.6992,-5.5174,Natural Landmark,Indonesia
142275,Bonto Pocimmanuk,,119.9798,-5.1444,Natural Landmark,Indonesia
142276,Bonto Romansibotong,,119.6361,-5.5572,Natural Landmark,Indonesia
142277,Bonto Rupulumuwe,,119.8942,-5.09,Natural Landmark,Indonesia
142278,Bonto Sakengkeng,,119.6361,-5.5345,Natural Landmark,Indonesia
142279,Bonto Sehak,,119.9775,-5.142,Natural Landmark,Indonesia
142280,Bonto Simelu,,119.9966,-5.0962,Natural Landmark,Indonesia
142281,Bonto Sirukang,,119.6365,-5.5875,Natural Landmark,Indonesia
142282,Bonto Suka,,119.6653,-5.582,Natural Landmark,Indonesia
142283,Bonto Surulangi,,119.6826,-5.5163,Natural Landmark,Indonesia
142284,Bonto Tabilangara,,119.5675,-5.5172,Natural Landmark,Indonesia
142285,Bonto Tarutu,,119.58,-5.5117,Natural Landmark,Indonesia
142286,Bonto Timbele,,119.8424,-5.0431,Natural Landmark,Indonesia
142287,Bonto Tinambung,,119.8665,-5.041,Natural Landmark,Indonesia
142288,Bonto Toppalang,,119.9811,-5.1474,Natural Landmark,Indonesia
142289,Bonto Towenga,,119.5914,-5.5819,Natural Landmark,Indonesia
142290,Bonto Uhekeke,,119.9992,-5.1482,Natural Landmark,Indonesia
142291,Boo,,133.066667,-5.433333,Natural Landmark,Indonesia
142292,Boo Window Dive Site,,130.6110701,-2.22171,Tourist Attraction,Indonesia
142293,Boonpring,,112.7620369,-8.1557317,Monument,Indonesia
142294,Border point Indonesia,,110.2142757,1.1158609,Scenic View,Indonesia
142295,Bori Kalimbuang,,119.9208103,-2.9196936,Tourist Attraction,Indonesia
142296,Bori' Kalimbuang,,119.920339,-2.9202783,Other,Indonesia
142297,Borneo,,117.5240825,3.3456513,Scenic View,Indonesia
142298,Borobudur Nirwana Sunrise,,110.1775531,-7.6070711,Scenic View,Indonesia
142299,Bosnik beach,,136.2368743,-1.1711652,Tourist Attraction,Indonesia
142300,Botanipnyue,,131.416667,-7.35,Natural Landmark,Indonesia
142301,Botto Abanuang,,120.1076,-3.9079,Natural Landmark,Indonesia
142302,Botto Alupangeng,,120.1316,-3.8642,Natural Landmark,Indonesia
142303,Botto Ampang,,120.1523,-3.7301,Natural Landmark,Indonesia
142304,Botto Apetae,,120.2345,-3.8964,Natural Landmark,Indonesia
142305,Botto Attiroang,,119.8595,-3.7944,Natural Landmark,Indonesia
142306,Botto Babang,,120.2302,-3.5365,Natural Landmark,Indonesia
142307,Botto Batanaulang,,120.0681202,-3.9131207,Natural Landmark,Indonesia
142308,Botto Batu,,120.0644,-3.5908,Natural Landmark,Indonesia
142309,Botto Batu,,120.1737,-3.7393,Natural Landmark,Indonesia
142310,Botto Bila,,120.0447,-3.848,Natural Landmark,Indonesia
142311,Botto Bila,,119.898,-3.7964,Natural Landmark,Indonesia
142312,Botto Cakke,,120.1437,-3.7348,Natural Landmark,Indonesia
142313,Botto Camang,,120.3154,-3.7944,Natural Landmark,Indonesia
142314,Botto Caputing,,120.2771,-3.7869,Natural Landmark,Indonesia
142315,Botto Cekomae,,119.869,-4.5076,Natural Landmark,Indonesia
142316,Botto Cupere,,120.0886,-3.8821,Natural Landmark,Indonesia
142317,Botto Dokedoke,,120.0762,-3.6456,Natural Landmark,Indonesia
142318,Botto Eronge,,120.3012,-3.7891,Natural Landmark,Indonesia
142319,Botto Galung,,120.183438,-3.740871,Natural Landmark,Indonesia
142320,Botto Gering,,120.1259,-3.5938,Natural Landmark,Indonesia
142321,Botto Kalaciri,,120.0028,-3.702,Natural Landmark,Indonesia
142322,Botto Karauntaun,,120.0222,-3.7121,Natural Landmark,Indonesia
142323,Botto Kesih,,120.0906,-3.5909,Natural Landmark,Indonesia
142324,Botto Labeco,,120.223,-3.9131,Natural Landmark,Indonesia
142325,Botto Laboseng,,120.1214,-3.9628,Natural Landmark,Indonesia
142326,Botto Lajange,,120.2585,-3.8188,Natural Landmark,Indonesia
142327,Botto Lakacupa,,120.2058,-3.896,Natural Landmark,Indonesia
142328,Botto Lampiring,,120.0375,-3.7437,Natural Landmark,Indonesia
142329,Botto Lampu,,120.2845,-3.9266,Natural Landmark,Indonesia
142330,Botto Lanja,,120.1315,-3.5363,Natural Landmark,Indonesia
142331,Botto Lapatta,,120.0406,-3.6342,Natural Landmark,Indonesia
142332,Botto Lariu,,120.0277,-3.5968,Natural Landmark,Indonesia
142333,Botto Lebu,,120.1767,-3.5905,Natural Landmark,Indonesia
142334,Botto Libu,,120.1454,-3.741,Natural Landmark,Indonesia
142335,Botto Likulangceng,,120.0828,-3.8434,Natural Landmark,Indonesia
142336,Botto Lingerang,,120.0945,-3.8174,Natural Landmark,Indonesia
142337,Botto Mabangkarae,,120.1243,-3.9331,Natural Landmark,Indonesia
142338,Botto Malapi,,120.1117,-3.9658,Natural Landmark,Indonesia
142339,Botto Maloppong,,120.1029,-3.6997,Natural Landmark,Indonesia
142340,Botto Manipi,,120.12,-3.9213,Natural Landmark,Indonesia
142341,Botto Maroanging,,120.2737,-3.807,Natural Landmark,Indonesia
142342,Botto Matajang,,120.1225,-3.9699,Natural Landmark,Indonesia
142343,Botto Palli,,120.1921,-3.5632,Natural Landmark,Indonesia
142344,Botto Pasang,,120.1227,-3.6737,Natural Landmark,Indonesia
142345,Botto Patirosompo,,120.211,-3.8701,Natural Landmark,Indonesia
142346,Botto Rampang,,119.9328,-4.6308,Natural Landmark,Indonesia
142347,Botto Riwalla,,120.0148,-3.7057,Natural Landmark,Indonesia
142348,Botto Salo Durian,,120.0982,-3.6613,Natural Landmark,Indonesia
142349,Botto Sarong,,120.1911,-3.5389,Natural Landmark,Indonesia
142350,Botto Setange,,120.1821,-3.8764,Natural Landmark,Indonesia
142351,Botto Simpanglajana,,120.2541,-3.8982,Natural Landmark,Indonesia
142352,Botto Sompung,,119.9029,-3.7882,Natural Landmark,Indonesia
142353,Botto Tabang,,120.013,-3.6215,Natural Landmark,Indonesia
142354,Botto Talawasah,,120.0501,-3.6447,Natural Landmark,Indonesia
142355,Botto Tallu,,120.0707,-3.5221,Natural Landmark,Indonesia
142356,Botto Tamakko,,120.0429,-3.7295,Natural Landmark,Indonesia
142357,Botto Tampung,,119.9036,-3.8018,Natural Landmark,Indonesia
142358,Botto Tanabakka,,120.0201,-3.6517,Natural Landmark,Indonesia
142359,Botto Tanre,,120.0934,-3.9375,Natural Landmark,Indonesia
142360,Botto Tauang,,120.1271,-3.5572,Natural Landmark,Indonesia
142361,Botto Timpalaja,,120.1012,-3.9877,Natural Landmark,Indonesia
142362,Botto Tingkoro,,120.1702,-3.9098,Natural Landmark,Indonesia
142363,Botto Topance,,120.1507,-3.8331,Natural Landmark,Indonesia
142364,Botto Tundumbusu,,122.6142,-4.1135,Natural Landmark,Indonesia
142365,Botto Tungkae,,120.0659,-3.8841,Natural Landmark,Indonesia
142366,Botto Wangiwangie,,120.1936,-3.8507,Natural Landmark,Indonesia
142367,Botto Warani,,120.0853,-3.5797,Natural Landmark,Indonesia
142368,Brahma Arama Vihara,,114.974251,-8.211291,Monument,Indonesia
142369,Brawijaya Edupark,,112.631191,-7.9755004,Theme Park,Indonesia
142370,Bridge,,115.203658,-8.475427,Scenic View,Indonesia
142371,Bridge of tansie village,,119.543029,-3.7506228,Castle,Indonesia
142372,Brievenbus,,106.9265555,-6.9220591,Monument,Indonesia
142373,Broken Bay,,115.4500655,-8.7294842,Tourist Attraction,Indonesia
142374,Brown Canyon Semarang,,110.4872579,-7.0563009,Scenic View,Indonesia
142375,Budi Irawan,,102.1190634,-1.5071496,Scenic View,Indonesia
142376,Buffalo rice terraces,,119.8761314,-8.5446994,Scenic View,Indonesia
142377,Buido Balagudu,,123.5192,0.5156,Natural Landmark,Indonesia
142378,Buido Balani,,123.3751,0.5292,Natural Landmark,Indonesia
142379,Buido Balani,,123.334,0.5437,Natural Landmark,Indonesia
142380,Buido Bambua,,123.4211,0.5948,Natural Landmark,Indonesia
142381,Buido Banggo,,123.2899,0.4321,Natural Landmark,Indonesia
142382,Buido Batata Diti,,123.3907,0.5941,Natural Landmark,Indonesia
142383,Buido Biwuwonggado,,123.4508,0.5586,Natural Landmark,Indonesia
142384,Buido Buata,,123.4422,0.5406,Natural Landmark,Indonesia
142385,Buido Bubalango,,123.4851,0.5641,Natural Landmark,Indonesia
142386,Buido Bula,,123.2557,0.4678,Natural Landmark,Indonesia
142387,Buido Bumba,,123.3909,0.4963,Natural Landmark,Indonesia
142388,Buido Butata Daa,,123.3562,0.6298,Natural Landmark,Indonesia
142389,Buido Dulamayo,,123.3829,0.5425,Natural Landmark,Indonesia
142390,Buido Ledaleda,,123.338,0.4746,Natural Landmark,Indonesia
142391,Buido Linuga,,123.4574,0.5816,Natural Landmark,Indonesia
142392,Buido Lompotoo,,123.2227,0.5884,Natural Landmark,Indonesia
142393,Buido Longgino,,123.2939,0.4839,Natural Landmark,Indonesia
142394,Buido Mamalia,,123.3486,0.6119,Natural Landmark,Indonesia
142395,Buido Modea,,123.4126,0.5774,Natural Landmark,Indonesia
142396,Buido Mohondamo,,123.4681,0.5655,Natural Landmark,Indonesia
142397,Buido Molintogupo,,123.316,0.5974,Natural Landmark,Indonesia
142398,Buido Moliuto,,123.285,0.4896,Natural Landmark,Indonesia
142399,Buido Pakili,,123.2681,0.4644,Natural Landmark,Indonesia
142400,Buido Payanato,,123.2905,0.5245,Natural Landmark,Indonesia
142401,Buido Payango,,123.2357,0.5717,Natural Landmark,Indonesia
142402,Buido Pinonimpusa,,123.4876,0.6018,Natural Landmark,Indonesia
142403,Buido Poduoma,,123.2811,0.5496,Natural Landmark,Indonesia
142404,Buido Popaya,,123.3062,0.4927,Natural Landmark,Indonesia
142405,Buido Sunggu,,123.3333,0.5223,Natural Landmark,Indonesia
142406,Buido Tapambundu,,123.4903,0.5496,Natural Landmark,Indonesia
142407,Buido Timbuludu,,123.2935,0.4946,Natural Landmark,Indonesia
142408,Buido Tinayola,,123.414,0.56,Natural Landmark,Indonesia
142409,Buido Tinongbolibuto,,123.3877,0.5134,Natural Landmark,Indonesia
142410,Buido Tomonoangita,,123.4042,0.5755,Natural Landmark,Indonesia
142411,Buido Utado,,123.3479,0.5192,Natural Landmark,Indonesia
142412,Buido Walidu,,123.256081,0.505945,Natural Landmark,Indonesia
142413,Buido Walugo,,123.4817,0.5838,Natural Landmark,Indonesia
142414,Buido Wihito,,123.3451,0.5899,Natural Landmark,Indonesia
142415,Buidu Amangao,,123.1139,0.8432,Natural Landmark,Indonesia
142416,Buidu Batumerah,,123.1699,0.8066,Natural Landmark,Indonesia
142417,Buidu Binidaa,,123.1589,0.8554,Natural Landmark,Indonesia
142418,Buidu Botukadera,,123.2268,0.8144,Natural Landmark,Indonesia
142419,Buidu Damahu,,123.1015,0.8642,Natural Landmark,Indonesia
142420,Buidu Dulipohe,,123.0,0.8648,Natural Landmark,Indonesia
142421,Buidu Hiito,,123.1948,0.8308,Natural Landmark,Indonesia
142422,Buidu Hutamoputi,,123.0539,0.8638,Natural Landmark,Indonesia
142423,Buidu Kamengaan,,123.0977,0.8835,Natural Landmark,Indonesia
142424,Buidu Langke,,123.0446,0.8879,Natural Landmark,Indonesia
142425,Buidu Limbato,,123.0445,0.9364,Natural Landmark,Indonesia
142426,Buidu Limu,,123.037,0.8686,Natural Landmark,Indonesia
142427,Buidu Nanati,,123.0526,0.8915,Natural Landmark,Indonesia
142428,Buidu Painimbato,,123.1724,0.7883,Natural Landmark,Indonesia
142429,Buidu Palajuli,,123.0611,0.8341,Natural Landmark,Indonesia
142430,Buidu Parasiden,,123.1372,0.8303,Natural Landmark,Indonesia
142431,Buidu Polohungo,,123.0093,0.941,Natural Landmark,Indonesia
142432,Buidu Pontolo,,123.0138,0.8442,Natural Landmark,Indonesia
142433,Buidu Sapabuni,,123.0626,0.8828,Natural Landmark,Indonesia
142434,Buidu Tagale,,123.1089,0.8304,Natural Landmark,Indonesia
142435,Buidu Toloe,,123.2342,0.7976,Natural Landmark,Indonesia
142436,Buidu Towudu,,123.0784,0.849,Natural Landmark,Indonesia
142437,Buidu Waluhumodelomo,,123.1353,0.8572,Natural Landmark,Indonesia
142438,Buidu Wapalo,,123.0407,0.8584,Natural Landmark,Indonesia
142439,Buiro Bangkola,,123.5704,0.6062,Natural Landmark,Indonesia
142440,Buiro Batumeja,,123.5808,0.69,Natural Landmark,Indonesia
142441,Buiro Binongkahia,,123.6263,0.8038,Natural Landmark,Indonesia
142442,Buiro Boyau,,123.4989,0.5945,Natural Landmark,Indonesia
142443,Buiro Buiro,,123.5682,0.7465,Natural Landmark,Indonesia
142444,Buiro Bula,,123.606,0.6433,Natural Landmark,Indonesia
142445,Buiro Ihiso,,123.6715,0.6422,Natural Landmark,Indonesia
142446,Buiro Ihiso,,123.5471,0.7811,Natural Landmark,Indonesia
142447,Buiro Inatoro,,123.647,0.7653,Natural Landmark,Indonesia
142448,Buiro Ingarah,,123.5071,0.8416,Natural Landmark,Indonesia
142449,Buiro Inomasa,,123.5541,0.6693,Natural Landmark,Indonesia
142450,Buiro Kintuli,,123.5854,0.8176,Natural Landmark,Indonesia
142451,Buiro Konito,,123.5154,0.6752,Natural Landmark,Indonesia
142452,Buiro Lambadu,,123.6612,0.7566,Natural Landmark,Indonesia
142453,Buiro Leado,,123.5293,0.6425,Natural Landmark,Indonesia
142454,Buiro Luangonia,,123.6819,0.7457,Natural Landmark,Indonesia
142455,Buiro Mewango,,123.5583,0.7301,Natural Landmark,Indonesia
142456,Buiro Mobonua,,123.6651,0.7982,Natural Landmark,Indonesia
142457,Buiro Mokuhungkungo,,123.6279,0.6733,Natural Landmark,Indonesia
142458,Buiro Mongkupa,,123.5752,0.7682,Natural Landmark,Indonesia
142459,Buiro Mosinggi,,123.5035,0.8133,Natural Landmark,Indonesia
142460,Buiro Ontombuno,,123.5854,0.8322,Natural Landmark,Indonesia
142461,Buiro Oroa,,123.5218,0.7092,Natural Landmark,Indonesia
142462,Buiro Pangi,,123.6008,0.8159,Natural Landmark,Indonesia
142463,Buiro Pangkusa,,123.6214,0.8239,Natural Landmark,Indonesia
142464,Buiro Pinososaula,,123.6025,0.7852,Natural Landmark,Indonesia
142465,Buiro Pinua,,123.5928,0.6225,Natural Landmark,Indonesia
142466,Buiro Pohutandayo,,123.596,0.8336,Natural Landmark,Indonesia
142467,Buiro Poluku,,123.6112,0.697,Natural Landmark,Indonesia
142468,Buiro Potodo,,123.5235,0.8551,Natural Landmark,Indonesia
142469,Buiro Ratauli,,123.5477,0.6211,Natural Landmark,Indonesia
142470,Buiro Renga,,123.6683,0.7166,Natural Landmark,Indonesia
142471,Buiro Rolipaka,,123.5687,0.6264,Natural Landmark,Indonesia
142472,Buiro Salabose,,123.671,0.7687,Natural Landmark,Indonesia
142473,Buiro Sapasae,,123.5676,0.8127,Natural Landmark,Indonesia
142474,Buiro Sopango,,123.6847,0.6257,Natural Landmark,Indonesia
142475,Buiro Subo,,123.6747,0.6909,Natural Landmark,Indonesia
142476,Buiro Tendeitio,,123.6306,0.7682,Natural Landmark,Indonesia
142477,Buiro Tiollo,,123.6257,0.785,Natural Landmark,Indonesia
142478,Buiro Tombolango,,123.5908,0.635,Natural Landmark,Indonesia
142479,Buiro Uli,,123.5724,0.7355,Natural Landmark,Indonesia
142480,Buiro Umbaso,,123.5325,0.8169,Natural Landmark,Indonesia
142481,Buiro Usungo,,123.587,0.7706,Natural Landmark,Indonesia
142482,Buiro Uuwo,,123.5729,0.8415,Natural Landmark,Indonesia
142483,Buiro Waila,,123.5458,0.8054,Natural Landmark,Indonesia
142484,Buki Bonto,,121.7674,-7.4068,Natural Landmark,Indonesia
142485,Bukii Ambotuban,,120.9174,1.315,Natural Landmark,Indonesia
142486,Bukii Anggoban,,120.9991,1.1311,Natural Landmark,Indonesia
142487,Bukii Anjam,,121.0821,1.2683,Natural Landmark,Indonesia
142488,Bukii Anteba,,121.1164,1.2822,Natural Landmark,Indonesia
142489,Bukii Anyam,,120.8037,0.9518,Natural Landmark,Indonesia
142490,Bukii Apalbukil,,121.1445,1.2575,Natural Landmark,Indonesia
142491,Bukii Bada,,121.1909,1.2142,Natural Landmark,Indonesia
142492,Bukii Bakulu,,120.9758,1.1828,Natural Landmark,Indonesia
142493,Bukii Bambalatung,,121.1107,1.2965,Natural Landmark,Indonesia
142494,Bukii Bambangalan,,120.9425,1.3441,Natural Landmark,Indonesia
142495,Bukii Bambasayaka,,121.214,1.1393,Natural Landmark,Indonesia
142496,Bukii Bandungan,,121.1799,1.2487,Natural Landmark,Indonesia
142497,Bukii Basiang,,120.6869,0.9308,Natural Landmark,Indonesia
142498,Bukii Batukasur,,120.8683,1.2665,Natural Landmark,Indonesia
142499,Bukii Batulapa,,121.2126,1.2109,Natural Landmark,Indonesia
142500,Bukii Batupaesa,,120.8373,1.2735,Natural Landmark,Indonesia
142501,Bukii Batuporli Dako,,121.2116,1.2384,Natural Landmark,Indonesia
142502,Bukii Batuporli Dedek,,121.1992,1.2469,Natural Landmark,Indonesia
142503,Bukii Bei,,121.0377,1.2924,Natural Landmark,Indonesia
142504,Bukii Bendera,,121.0035,1.2617,Natural Landmark,Indonesia
142505,Bukii Boemalabu,,120.9414,1.3222,Natural Landmark,Indonesia
142506,Bukii Bogu,,121.3164,1.227,Natural Landmark,Indonesia
142507,Bukii Bonto,,120.9575,1.3287,Natural Landmark,Indonesia
142508,Bukii Borlano,,121.0124,1.1856,Natural Landmark,Indonesia
142509,Bukii Botumeme,,121.3683,1.1756,Natural Landmark,Indonesia
142510,Bukii Bunga,,120.7635,0.9493,Natural Landmark,Indonesia
142511,Bukii Buntuna,,121.1644,1.0989,Natural Landmark,Indonesia
142512,Bukii Dako,,120.9456,1.0551,Natural Landmark,Indonesia
142513,Bukii Dako,,121.226,1.183,Natural Landmark,Indonesia
142514,Bukii Damar,,120.9377,1.1819,Natural Landmark,Indonesia
142515,Bukii Dampelas,,121.0938,1.2748,Natural Landmark,Indonesia
142516,Bukii Dedek,,121.0275,1.0835,Natural Landmark,Indonesia
142517,Bukii Diule,,120.9599,1.2116,Natural Landmark,Indonesia
142518,Bukii Doka,,121.2846,1.2087,Natural Landmark,Indonesia
142519,Bukii Dokopomean,,120.8221,1.3117,Natural Landmark,Indonesia
142520,Bukii Doyan,,120.8019,1.0653,Natural Landmark,Indonesia
142521,Bukii Galang,,120.9341,1.0605,Natural Landmark,Indonesia
142522,Bukii Galumpang,,120.8937,1.2257,Natural Landmark,Indonesia
142523,Bukii Galumpang,,120.958,1.2637,Natural Landmark,Indonesia
142524,Bukii Gopa,,120.9639,1.2955,Natural Landmark,Indonesia
142525,Bukii Indam,,121.2989,1.1541,Natural Landmark,Indonesia
142526,Bukii Jembang,,121.2066,1.1627,Natural Landmark,Indonesia
142527,Bukii Kabinuang,,120.8799,1.0154,Natural Landmark,Indonesia
142528,Bukii Kaidupan,,121.0966,1.1207,Natural Landmark,Indonesia
142529,Bukii Kalamotu,,121.3468,1.1851,Natural Landmark,Indonesia
142530,Bukii Kalangkangan,,120.9236,1.0828,Natural Landmark,Indonesia
142531,Bukii Kanaman,,121.0859,1.1566,Natural Landmark,Indonesia
142532,Bukii Kapas,,120.8382,1.2957,Natural Landmark,Indonesia
142533,Bukii Karamat,,121.1352,1.2745,Natural Landmark,Indonesia
142534,Bukii Kepaatan,,121.3827,1.2267,Natural Landmark,Indonesia
142535,Bukii Kerbau,,120.9919,1.3201,Natural Landmark,Indonesia
142536,Bukii Kolera,,121.3812,1.204,Natural Landmark,Indonesia
142537,Bukii Kolisanan,,120.8569,1.1605,Natural Landmark,Indonesia
142538,Bukii Kulanga,,120.7004,0.9066,Natural Landmark,Indonesia
142539,Bukii Labengga,,120.8381,1.0745,Natural Landmark,Indonesia
142540,Bukii Labengga,,120.9173,1.0501,Natural Landmark,Indonesia
142541,Bukii Langgat,,120.9545,1.0178,Natural Landmark,Indonesia
142542,Bukii Lemo,,120.8014,0.9386,Natural Landmark,Indonesia
142543,Bukii Leokapal,,121.0716,1.2771,Natural Landmark,Indonesia
142544,Bukii Leoksoga,,120.8534,1.1764,Natural Landmark,Indonesia
142545,Bukii Limpuatan,,120.8482,1.2781,Natural Landmark,Indonesia
142546,Bukii Luncur,,120.908,1.2861,Natural Landmark,Indonesia
142547,Bukii Maemae,,121.0417,1.2612,Natural Landmark,Indonesia
142548,Bukii Malangga,,120.948,1.1493,Natural Landmark,Indonesia
142549,Bukii Malempa,,120.6985,0.9461,Natural Landmark,Indonesia
142550,Bukii Malisa,,121.0608,1.196,Natural Landmark,Indonesia
142551,Bukii Manggulirba,,121.1945,1.2327,Natural Landmark,Indonesia
142552,Bukii Manunggo,,121.0482,1.2129,Natural Landmark,Indonesia
142553,Bukii Matop,,121.0891,1.3023,Natural Landmark,Indonesia
142554,Bukii Melintang,,120.9027,1.2679,Natural Landmark,Indonesia
142555,Bukii Mendaan,,121.4258,1.2579,Natural Landmark,Indonesia
142556,Bukii Moloitom,,121.185,1.1489,Natural Landmark,Indonesia
142557,Bukii Monano,,121.3293,1.248,Natural Landmark,Indonesia
142558,Bukii Nanasi,,120.9906,1.2792,Natural Landmark,Indonesia
142559,Bukii Nangga,,121.1428,1.2454,Natural Landmark,Indonesia
142560,Bukii Ngespesa,,120.9125,1.27,Natural Landmark,Indonesia
142561,Bukii Ogomoligi,,120.8135,1.0632,Natural Landmark,Indonesia
142562,Bukii Ogotende,,120.838,1.0183,Natural Landmark,Indonesia
142563,Bukii Ondor,,121.3873,1.253,Natural Landmark,Indonesia
142564,Bukii Oyak,,121.3658,1.2252,Natural Landmark,Indonesia
142565,Bukii Paguratan,,121.0004,1.0657,Natural Landmark,Indonesia
142566,Bukii Palapat,,121.0275,1.2972,Natural Landmark,Indonesia
142567,Bukii Palapi,,121.1161,1.2699,Natural Landmark,Indonesia
142568,Bukii Pamantoan,,121.0782,1.2844,Natural Landmark,Indonesia
142569,Bukii Pammautan,,121.01,1.0302,Natural Landmark,Indonesia
142570,Bukii Pangi,,120.839,0.955,Natural Landmark,Indonesia
142571,Bukii Panimputan,,121.0949,1.1755,Natural Landmark,Indonesia
142572,Bukii Papad,,121.4538,1.3033,Natural Landmark,Indonesia
142573,Bukii Patutu,,121.3026,1.1908,Natural Landmark,Indonesia
142574,Bukii Pendara,,121.0387,1.1163,Natural Landmark,Indonesia
