Name,URL
Yognarendra Salik,"https://www.google.com/maps/place/King+Yognarendra+Malla%E2%80%99s+statue,+%E0%A4%AF%E0%A5%8B%E0%A4%97%E0%A4%A8%E0%A4%B0%E0%A5%87%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A5%8D%E0%A4%B0+%E0%A4%AE%E0%A4%B2%E0%A5%8D%E0%A4%B2+%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%82%E0%A4%AD/@27.6732526,85.3224686,17z/data=!4m7!3m6!1s0x39eb1990829f2bbd:0x36740936b65f02df!8m2!3d27.6732526!4d85.3250435!10e1!16s%2Fg%2F11h58fwhx3?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Shree Krishna Pranami Mandir ,Error
Changu Museum,"https://www.google.com/maps/place/Changu+Museum/@27.716396,85.4266486,17z/data=!4m7!3m6!1s0x39eb1b2f154b5ce9:0xe4c19b26c240cde7!8m2!3d27.716396!4d85.4292235!10e1!16s%2Fg%2F1tfrvxkk?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Narayanhiti Palace,"https://www.google.com/maps/place/Narayanhiti+Royal+Palace/@27.7148218,85.3155092,17z/data=!4m8!3m7!1s0x39eb191ca61437a3:0x13b2693c01ed2c18!8m2!3d27.7148218!4d85.3180841!9m1!1b1!16s%2Fm%2F03nnysg?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Kali Mandir,Error
Jyotirlingeshwor Mahadev Temple,Error
Swayambhunath ,"https://www.google.com/maps/place/Swoyambhu+Mahachaitya/@27.7148996,85.2878208,17z/data=!4m8!3m7!1s0x39eb188d9b82c8ad:0xae31bde410797bf7!8m2!3d27.7148996!4d85.2903957!9m1!1b1!16zL20vMGJwN3Jq?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Aadeshwar Mahadev Temple,"https://www.google.com/maps/place/Aadeshwar+Mahadev+Temple/@27.7227054,85.2683607,17z/data=!4m7!3m6!1s0x39eb2275c01c7d03:0xf24a3d3493fdf416!8m2!3d27.7227054!4d85.2709356!10e1!16s%2Fg%2F12q4r365f?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Durga Temple,Error
Maitidevi Temple,"https://www.google.com/maps/place/Maitidevi+Temple/@27.705875,85.3314312,17z/data=!4m7!3m6!1s0x39eb19a000ac6259:0x9d9f16732861e650!8m2!3d27.705875!4d85.3340061!10e1!16s%2Fg%2F1v4k4y74?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Uma Maheshwor Temple,"https://www.google.com/maps/place/Uma+Maheshwor+Temple/@27.679881,85.2720813,17z/data=!4m7!3m6!1s0x39eb180ad1600351:0xfe11614aefc9dd09!8m2!3d27.679881!4d85.2746562!10e1!16s%2Fg%2F1tjtgpd8?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Bagh Bhairab Temple,Error
Ashok Stupa Teta,Error
Switzerland Park,Error
Changu Narayan Temple,"https://www.google.com/maps/place/Changu+Narayan+Temple/@27.7163249,85.4252472,17z/data=!4m7!3m6!1s0x39eb1b3748a001fb:0x69a05c6b246b6428!8m2!3d27.7163249!4d85.4278221!10e1!16s%2Fg%2F11y1g6592n?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Nagpokhari Pond,Error
Gahana Pokhari Pond,Error
Tundaldevi Mandir,Error
Katyayini Mandir,"https://www.google.com/maps/place/Katyayani+Temple/@27.6951375,85.3429938,17z/data=!4m7!3m6!1s0x39eb19855af327f5:0x573a75d895edf70e!8m2!3d27.6951375!4d85.3455687!10e1!16s%2Fg%2F1tf5j17v?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Chunadevi Temple,Error
Bhaktapur Museum,Error
Pachali Bhairab Mandir,"https://www.google.com/maps/place/Shree+Pachali+Bhairav+(Tepa+Aaju+Dya)+Temple/@27.6941327,85.3026383,17z/data=!4m7!3m6!1s0x39eb18503a7341fd:0xc0f880e29050b724!8m2!3d27.6941327!4d85.3052132!10e1!16s%2Fg%2F1tgc7yk8?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Chhetrapati Swaan-Chhapu Ganeshthan,Error
"Krishna Mandir, Damaitole",Error
Jagannath Mandir,Error
Shree Kaal Bhairav Temple,"https://www.google.com/maps/place/Shree+Kaal+Bhairav+Temple/@27.7047758,85.3045494,17z/data=!4m8!3m7!1s0x39eb18561fb057af:0xdef0b126925867f8!8m2!3d27.7047758!4d85.3071243!9m1!1b1!16s%2Fg%2F11n1_9nv7t?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Bhimsensthan-Bhin: Dyo Temple,Error
Kalikasthan Mandir,Error
Ghanta Ghar Kathmandu,Error
Baneshwor Temple- ???????? ???????????,Error
Babarmahal Palace,Error
Kaiser Mahal Palace,"https://www.google.com/maps/place/Keshar+Mahal/@27.7146977,85.3119318,17z/data=!4m7!3m6!1s0x39eb191aaaaaaaab:0xdcd5ea8b29c5500f!8m2!3d27.7146977!4d85.3145067!10e1!16s%2Fg%2F11b8kv7s6p?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Banbatika Park,"https://www.google.com/maps/place/Banbatika+Park/@27.6527416,83.4798503,17z/data=!4m7!3m6!1s0x39968440f1c6b849:0x469f322ac7a3ff15!8m2!3d27.6527416!4d83.4824252!10e1!16s%2Fg%2F1hhj5d3_c?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Kankeshwor Mandir,Error
Nil Saraswati Mandir,"https://www.google.com/maps/place/Neel+Saraswoti+Temple/@27.7200248,85.3233735,17z/data=!4m7!3m6!1s0x39eb191057816189:0x9f9bed6897404d48!8m2!3d27.7200248!4d85.3259484!10e1!16s%2Fg%2F11b6pz9mmg?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Sauraha Tharu Village ,"https://www.google.com/maps/place/SAURAHA+THARU+VILLAGE+PVT+LTD/@27.5873024,84.4912433,17z/data=!4m7!3m6!1s0x3994ef2bffd54443:0x50dd6cde4640f605!8m2!3d27.5873024!4d84.4938182!10e1!16s%2Fg%2F11lpry32d9?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Ram Mandir Battisputali ,Error
Kotilingeshwor Mahadev Mandir,Error
Lumbini,Error
World Peace Pagoda,Error
Gorkha Durbar Palace ,Error
Shanti Stupa,Error
Shree Bindhyabasini Temple,"https://www.google.com/maps/place/Shree+Bindhyabasini+Temple/@28.2377642,83.9815981,17z/data=!4m8!3m7!1s0x3995945d57d28ba5:0xdd52869218279546!8m2!3d28.2377642!4d83.984173!9m1!1b1!16s%2Fm%2F0czcrtf?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Bhaktapur Durbar Square,"https://www.google.com/maps/place/Bhaktapur+Durbar+Square/@27.67207,85.4257202,17z/data=!4m8!3m7!1s0x39eb1aafec32df31:0xdda339e731af9bfd!8m2!3d27.67207!4d85.4282951!9m1!1b1!16s%2Fm%2F0h1g9sk?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Manga Hiti,Error
Maibeni,Error
Thumkerani,Error
Aahalbhanjyang,Error
Jaubari,Error
Mount Everest,"https://www.google.com/maps/place/Mt+Everest/@27.9881198,86.9146754,15z/data=!4m7!3m6!1s0x39e854a215bd9ebd:0x576dcf806abbab2!8m2!3d27.9881206!4d86.9249751!10e1!16zL20vMGJsYmQ?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Guranse,Error
Tanglu,"https://www.google.com/maps/place/Tonglu,+West+Bengal/@27.0299992,88.0797003,15z/data=!4m7!3m6!1s0x39e5d17d5f6b2cc5:0x6e64cc80da070b30!8m2!3d27.03!4d88.09!10e1!16zL20vMGd2Ynoy?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Bajrayogini Mandir,Error
Birat Durbar,"https://www.google.com/maps/place/Birat+Durbar+Square/@26.376327,87.267966,17z/data=!4m7!3m6!1s0x39ef9e30b62a6f13:0xeeca5d8e5a8ba6e2!8m2!3d26.376327!4d87.2705409!10e1!16s%2Fg%2F11bz__bfdr?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
konjyosom Pratima,"https://www.google.com/maps/place/Konjyosom+Pratima/@27.5482222,85.3985951,17z/data=!4m7!3m6!1s0x39eb13110ad95423:0x7265c1a3d01240d!8m2!3d27.5482222!4d85.40117!10e1!16s%2Fg%2F11thqpgg1y?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Pathibhara Devi Temple,Error
Shree Panchmukhi Hanuman Mandir,Error
Trishuli River Rafting Adventure,Error
Dahakhani,Error
Uppardang Gadi,"https://www.google.com/maps/place/Uppardang+Gadi+(Chitwan)/@27.7618368,84.5803153,17z/data=!4m7!3m6!1s0x3994e140d4cf28c9:0x1a006a6db90252df!8m2!3d27.7618368!4d84.5828902!10e1!16s%2Fg%2F11fk0psrmt?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Bal Gauri Mai,Error
Sri Durga Temple,Error
Umit Jharana,"https://www.google.com/maps/place/Umit+Jharana/@27.8184643,84.464659,17z/data=!4m7!3m6!1s0x39951dd40a1beb71:0xc463dd6c2ba6235!8m2!3d27.8184643!4d84.4672339!10e1!16s%2Fg%2F11svrfk18k?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Simali Gaun,"https://www.google.com/maps/place/Simali+Gaun/@27.7683433,84.528241,17z/data=!4m7!3m6!1s0x3994e18db8ed9993:0x8d29e9cad1b3e758!8m2!3d27.7683433!4d84.5308159!10e1!16s%2Fg%2F11kq4y_7h2?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Gardash,Error
Kamalbari,Error
Kabilas Chauki dada,"https://www.google.com/maps/place/Kabilas+Chauki+dada/@27.7952759,84.4661197,17z/data=!4m7!3m6!1s0x3994e33241b34cbf:0xea8f4946d8184955!8m2!3d27.7952759!4d84.4686946!10e1!16s%2Fg%2F11t30g6w5h?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Thumki dada view homestay(Hadigaun),Error
Gairibari jharana,"https://www.google.com/maps/place/Gairibari+jharana/@27.7499909,84.5675297,17z/data=!4m7!3m6!1s0x3994e1c25c3a893d:0xf3a44b4e9e689a37!8m2!3d27.7499909!4d84.5701046!10e1!16s%2Fg%2F11fph38s3_?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Naagdaha  Ichchhakamana,"https://www.google.com/maps/place/Naagdaha,+Ichchhakamana/@27.8317669,84.6072854,17z/data=!4m7!3m6!1s0x3995218119964859:0x390980e6d6e3c240!8m2!3d27.8317669!4d84.6098603!10e1!16s%2Fg%2F11sbwysdw7?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Kathmandu Durbar Square ,Error
Namaste Falls,Error
Sarangkot,Error
Jaya Bageshwori Temple,Error
Ratnakar Mahabihar,Error
Yampi Mahabihar,Error
Mahabuddha Temple,"https://www.google.com/maps/place/Mahabodhi+Temple/@27.6689501,85.3245292,17z/data=!4m7!3m6!1s0x39eb19db17b28aff:0x4ca5e79d4d50ffd3!8m2!3d27.6689501!4d85.3271041!10e1!16s%2Fg%2F11n7jx4y9b?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Batuk Bhairav Temple ,Error
Rato Machchhindranath Mandir,Error
Bajrakirti Mahabihar,Error
Central Zoo,"https://www.google.com/maps/place/Central+Zoo/@27.672704,85.3092545,17z/data=!4m8!3m7!1s0x39eb1833abc15517:0x30c81ed5340a3988!8m2!3d27.672704!4d85.3118294!9m1!1b1!16s%2Fm%2F0jt4nk9?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Ichchhakamana Goddess,Error
Siraichuli Chitwan,"https://www.google.com/maps/place/Siraichuli+Hotel/@27.6882875,84.4227572,17z/data=!4m11!3m10!1s0x3994fbd2fbe45643:0x1259aea63bc10686!5m2!4m1!1i2!8m2!3d27.6882875!4d84.4253321!9m1!1b1!16s%2Fg%2F11j7d92f0v?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Sankata Mandir,Error
Char Dham Mandir,Error
Ugrachandi Mandir,Error
Baishabarna Mahabihar,Error
Swanga Chibha,Error
Jay Manohar Mahabihar,Error
Jyotibarna Mahabihar,Error
Hiranyabarna Mahavihar,Error
Chabahal Stupa,Error
Akshayeshwor Mahabihar,Error
Rato Machchhindranath Jatra,Error
Balkumari Temple,Error
Krishna Mandir Sundhara ,Error
Tago Chibha,Error
Sankata Marga Mandir Parisar,Error
Batsaladebi Mandir,Error
Hasapota Ganesh Mandir,Error
Debsthal Dakshinkali Mandir,"https://www.google.com/maps/place/Dakshinkali+Temple/@27.605107,85.260895,17z/data=!4m7!3m6!1s0x39eb3d8343da7cf1:0x7e8c223bf4e3bd6!8m2!3d27.605107!4d85.2634699!10e1!16s%2Fm%2F04m_pmq?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Triswambhu Chaitya,Error
Bhimsen Mandir Bhinddyolakshi,Error
Balkumari Mandir Chakrabahil,Error
Mani Mandap,Error
Balkumari Mandir,Error
Shakya Singh Bihar,Error
Ganesh Mandir Patan Dhoka,Error
Gajalakshmi Murti,Error
Sundari Chowk,Error
Bhedetar Bazar,"https://www.google.com/maps/place/Bhedetar+Bazar+%E1%A4%9B%E1%A4%A3%E1%A4%98%E1%A4%A0%E1%A4%96%E1%A4%A5/@26.8594058,87.3170842,17z/data=!4m7!3m6!1s0x39ef43f3635b1131:0xaacae6bc6f75bb79!8m2!3d26.8594058!4d87.3196591!10e1!16s%2Fg%2F11b5pkj7m0?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Chakrabarna Mahabihar,Error
Bidhyadhari Debi Mandir,Error
Bishnu Debi Mandir,Error
Shree Bachha Mahabihar,Error
Kumari Ghar,"https://www.google.com/maps/place/Kumari+Ghar/@27.7037217,85.3038968,17z/data=!4m8!3m7!1s0x39eb18563743a4cf:0x13f814dd7f12d7ad!8m2!3d27.7037217!4d85.3064717!9m1!1b1!16s%2Fg%2F1vd6_r8z?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Butwal Fulbari,Error
Swatha Narayan Mandir,Error
Ashok Stupa Lagankhel,Error
 Sikali Mandir,"https://www.google.com/maps/place/Sikali+Temple/@27.6435357,85.2829274,17z/data=!4m8!3m7!1s0x39eb17ee4e10205b:0xcc1a88f761f8297a!8m2!3d27.6435357!4d85.2855023!9m1!1b1!16s%2Fg%2F11c52mpyv5?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Manakamana Mandir,Error
Pakadi Tree,Error
Rani Mahal,Error
Resunga Yagyashala,Error
Statue of Yalambar,Error
Ismakot,Error
Tilaurakot,Error
Rishikesh Temple,Error
Tumling,Error
"Hill Park, Butwal",Error
Meghma Monastry,Error
Nayabazar,Error
Malupokhari,Error
Balaguru Shivalaya Dham,Error
Mahadevasthan,Error
Dha Tala Mandir,Error
Tengboche Monastery ,"https://www.google.com/maps/place/Tengboche+Monastery/@27.8360551,86.7613749,17z/data=!4m8!3m7!1s0x39e9064a49bb9a01:0x3ac1621ebfea9b05!8m2!3d27.8360551!4d86.7639498!9m1!1b1!16s%2Fm%2F0bbvj_q?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Nritya Vatsala Temple,Error
Pangboche Monastery ,Error
Nepal Folk Musical Instrument Museum,"https://www.google.com/maps/place/Nepali+Folk+Musical+Instrument+Museum/@27.6926673,85.3118787,17z/data=!4m7!3m6!1s0x39eb19b2a4e21c69:0xa01942372fa7af0b!8m2!3d27.6926673!4d85.3144536!10e1!16s%2Fg%2F11b6gpbx78?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Kopan Monastery,"https://www.google.com/maps/place/Kopan+Monastery/@27.7426594,85.3623386,17z/data=!4m8!3m7!1s0x39eb1bfac9183291:0xa0d797e00f59ad4b!8m2!3d27.7426594!4d85.3649135!9m1!1b1!16zL20vMDdoXzF4?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Pujari Math,Error
Janaki Mandir,"https://www.google.com/maps/place/Janaki+Temple/@26.7303858,85.922984,17z/data=!4m8!3m7!1s0x39ec40069de3d507:0x5e9842f10a951d7f!8m2!3d26.7303858!4d85.9255589!9m1!1b1!16s%2Fm%2F026nvx6?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Dharma Dham,Error
Kedareshwor Mahadev Temple,Error
Malikarjun Temple ,Error
Khuwalung,Error
Siddhakali Temple,"https://www.google.com/maps/place/Siddhikali+Temple/@27.6806137,85.380479,17z/data=!4m7!3m6!1s0x39eb1a69041b2049:0x235ba39d475628b6!8m2!3d27.6806137!4d85.3830539!10e1!16s%2Fg%2F11h9xhyytc?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Begnas Lake,"https://www.google.com/maps/place/Begnas+Lake/@28.1784405,84.091992,15z/data=!4m7!3m6!1s0x3995980202647001:0x88b3c3625fbda20e!8m2!3d28.1739372!4d84.0973258!10e1!16s%2Fm%2F0jl110_?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Ram Sita Vivah Mandap,"https://www.google.com/maps/place/Shree+Ram+Janaki+Biwah+Mandap/@26.7309724,85.9224066,17z/data=!4m7!3m6!1s0x39ec4004272d21b3:0x9d53eac3f112f3cb!8m2!3d26.7309724!4d85.9249815!10e1!16s%2Fg%2F1tlbgztf?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Ganga Sagar,Error
Dhanush Sagar,Error
Dattatraya,Error
Shree Sankat Mochan Temple,Error
Taltaliya Park,Error
Shree Bhairabi Temple,Error
Bhaleshwar Mahadev Temple,"https://www.google.com/maps/place/Bhaleshwar+Mahadev+Temple/@27.6659818,85.2028645,17z/data=!4m8!3m7!1s0x39eb2348a897f4e3:0x6c351bc3749db5aa!8m2!3d27.6659818!4d85.2054394!9m1!1b1!16s%2Fg%2F11g69gdth0?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Gopal Fun Park,"https://www.google.com/maps/place/Gopal+Fun+Park/@26.4603683,87.3050423,17z/data=!4m7!3m6!1s0x39ef76c1fff00231:0xb82090c224da2ea9!8m2!3d26.4603683!4d87.3076172!10e1!16s%2Fg%2F11hbbydz8w?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Dream Garden,Error
International Meditation Center Hall,"https://www.google.com/maps/place/International+Buddhist+Meditation+Center/@27.683346,85.3273921,17z/data=!4m7!3m6!1s0x39eb19bf464dc105:0xd20c595803424b5f!8m2!3d27.683346!4d85.329967!10e1!16s%2Fg%2F1hc1gftj3?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Iskcon Chitwan,"https://www.google.com/maps/place/ISKCON+CHITWAN/@27.6995315,84.4494141,17z/data=!4m7!3m6!1s0x3994e5f18631cb77:0x78305ee1065734b2!8m2!3d27.6995315!4d84.451989!10e1!16s%2Fg%2F11rww_lsrg?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Narayani River Bank Buddha Statue,Error
Maula Kalika temple,"https://www.google.com/maps/place/MAULA+KALIKA/@27.727521,84.4061706,17z/data=!4m7!3m6!1s0x3994fc9aff31710b:0x42d8a2cd01d66f64!8m2!3d27.727521!4d84.4087455!10e1!16s%2Fm%2F0h98r_z?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Pashupatinath Temple,Error
Dupcheshwor Mahadev Mandir,Error
Swoyambhu Mahachaitya Nuwakot,Error
Bandevi Mandir,Error
Skywalk Tower,"https://www.google.com/maps/place/Skywalk+Tower+Kathmandu/@27.7083612,85.3166716,17z/data=!4m8!3m7!1s0x39eb19237fbbd959:0x6a954cd8c7e32a46!8m2!3d27.7083612!4d85.3192465!9m1!1b1!16s%2Fg%2F11tfvllzfl?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Kathmandu Fun Park,Error
Harisiddhi Bhawani Mandir,Error
National Botanical Garden,Error
Brahmayani Temple,Error
Khanda Devi Temple,Error
Tribeni Dham,Error
Nag Daha,Error
Makwanpurgadhi,Error
GangaJamuna Temple,"https://www.google.com/maps/place/Ganga+Jamuna+Temple/@28.0876291,84.912844,17z/data=!4m7!3m6!1s0x39953384a0115f17:0x2be566e614fb75dd!8m2!3d28.0876291!4d84.9154189!10e1!16s%2Fg%2F11h5rj_1c7?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Naag Pokhari,Error
Chitwan National Park,Error
Sangcholing Monastery,Error
Devghat Dham,"https://www.google.com/maps/place/Devghat+Dham/@27.7429386,84.420506,17z/data=!4m7!3m6!1s0x3994fcc758f860bf:0x11be97527cdbf44e!8m2!3d27.7429386!4d84.4230809!10e1!16s%2Fg%2F1tdcpyj1?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Dolkha Bhimsen Mandir,Error
Kamal Pokhari Park,"https://www.google.com/maps/place/Kamal+Pokhari+Park/@27.7103591,85.3233946,17z/data=!4m7!3m6!1s0x39eb1908dca06029:0xca23bd5091f69489!8m2!3d27.7103591!4d85.3259695!10e1!16s%2Fg%2F11g72mrhpg?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Seto Bhairab Mandir,Error
Ganeshthan Mandir,Error
Mahaboudhha,Error
Karyabinayak Mandir,Error
Tusa Hiti,"https://www.google.com/maps/place/Tusha+Hiti/@27.6726924,85.3225394,17z/data=!4m7!3m6!1s0x39eb19c572843b1d:0x480605ca010fe0ad!8m2!3d27.6726924!4d85.3251143!10e1!16s%2Fg%2F11g72gz5ss?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Budhanilkantha Temple,Error
Char Narayan Mandir,Error
Bhubaneshwori Temple,Error
Bhimsen Jatra,Error
Bhimsen Mandir,Error
Mul Chowk,Error
Patan Durbar Square,Error
Jhor Waterfall,Error
Bhootkhel Park,Error
Chandragiri Hills,Error
Ghansikuwa,Error
 Mayadevi Temple,"https://www.google.com/maps/place/Maya+Devi+Temple/@27.4696415,83.2732099,17z/data=!4m7!3m6!1s0x399693610a88a989:0xafbf6e3b743d1e06!8m2!3d27.4696415!4d83.2757848!10e1!16s%2Fm%2F0zdnh_3?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Chilancho Stupa,"https://www.google.com/maps/place/Chilancho/@27.67693,85.2753475,17z/data=!4m8!3m7!1s0x39eb180c7a93c0a1:0xc2ed5a16de82b3c1!8m2!3d27.67693!4d85.2779224!9m1!1b1!16s%2Fg%2F1tm8cdfx?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Dakshinkali Temple,Error
Siddha Gufa ,"https://www.google.com/maps/place/Siddha+Gufa+Bimal+Nagar/@27.9483053,84.4164676,17z/data=!4m7!3m6!1s0x399504debe8761f7:0x94f748e1a199cd92!8m2!3d27.9483053!4d84.4190425!10e1!16s%2Fm%2F0_s1tl5?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Shailung Hundred Hillocks,Error
Chiwong Monastery ,Error
Bhandarkhal Garden,Error
Champa Devi Temple,Error
Bhedetar View Tower,"https://www.google.com/maps/place/%E1%A4%9B%E1%A4%A3%E1%A4%98%E1%A4%A0%E1%A4%96%E1%A4%A5+Bhedetar+View+Tower/@26.861125,87.3167074,17z/data=!4m7!3m6!1s0x39ef4341190f1e09:0xaf74cf26a24d5649!8m2!3d26.861125!4d87.3192823!10e1!16s%2Fg%2F11s0z10pn_?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Kanyam,Error
Shree Antu,Error
Taleju Mandir,"https://www.google.com/maps/place/Taleju+Bhawani+Temple/@27.7049154,85.3054718,17z/data=!4m7!3m6!1s0x39eb1856025cc86b:0x25c94a661e5bf981!8m2!3d27.7049154!4d85.3080467!10e1!16s%2Fg%2F1tdvhl5v?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Meghma,Error
kumbheshwor Mahadev Mandir,Error
IchhaKamana Mandir,"https://www.google.com/maps/place/IchhaKamana+Mandir/@27.8714276,84.6222387,17z/data=!4m7!3m6!1s0x399521ca491098f1:0xe7809beacc9f5e7c!8m2!3d27.8714276!4d84.6248136!10e1!16s%2Fg%2F11dzwbggt1?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Shree Satya Narayan Mandir,Error
Taleju Bhawani Temple,"https://www.google.com/maps/place/Taleju+Bhawani+Temple/@27.7049154,85.3054718,17z/data=!4m7!3m6!1s0x39eb1856025cc86b:0x25c94a661e5bf981!8m2!3d27.7049154!4d85.3080467!10e1!16s%2Fg%2F1tdvhl5v?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Jalbire Jharna,"https://www.google.com/maps/place/Jalbire+Jharna/@27.8245696,84.5247296,17z/data=!4m7!3m6!1s0x39951e076bea199d:0x2cb7575a34362dbe!8m2!3d27.8245696!4d84.5273045!10e1!16s%2Fg%2F11fyln6s8r?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Chuchhe Dhunga,Error
